logp,mol_weight,hba,heavy_atoms,hbd,rotatable_bonds,smiles,tpsa,drug_like
1.62,309.35,1.0,21.0,6.0,3.0,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,106.5,1
-1.17,125.15,2.0,7.0,3.0,2.0,NCCS(=O)(=O)O,80.39,1
5.35,458.58,1.0,34.0,5.0,8.0,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,42.32,1
0.63,309.41,4.0,22.0,5.0,5.0,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,81.95,1
4.42,361.39,0.0,14.0,1.0,2.0,Clc1cc(Cl)c(OCC#CI)cc1Cl,9.23,1
3.63,602.91,0.0,43.0,6.0,4.0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,59.08,1
,120.37,,6.0,,0.0,O=S(=O)([O-])[O-].[Mg+2],80.26,1
3.53,392.41,1.0,27.0,5.0,5.0,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+],91.34,1
,1255.44,,90.0,,8.0,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,359.98,1
3.08,366.36,0.0,22.0,5.0,7.0,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl.Cl,28.6,1
6.08,416.34,0.0,22.0,2.0,11.0,CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,26.3,1
4.58,373.95,0.0,25.0,4.0,4.0,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,9.72,1
3.94,287.45,1.0,21.0,2.0,5.0,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,23.47,1
1.46,712.49,2.0,35.0,7.0,15.0,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],224.2,1
4.41,532.65,1.0,38.0,7.0,4.0,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,99.13,1
0.66,480.53,2.0,35.0,11.0,7.0,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,139.79000000000002,1
1.53,298.35,0.0,22.0,6.0,3.0,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,50.720000000000006,1
2.42,270.76,1.0,18.0,4.0,6.0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,55.56,1
,531.91,,28.0,,0.0,O=C([O-])[O-].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],543.19,1
3.38,317.34,3.0,24.0,3.0,2.0,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,69.56,1
6.11,732.68,0.0,43.0,4.0,4.0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],52.6,1
-0.13,77.15,2.0,4.0,2.0,1.0,NCCS,26.02,1
1.09,308.83,3.0,19.0,4.0,6.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,78.43,1
1.88,279.1,1.0,15.0,2.0,5.0,O.O=P1(N(CCCl)CCCl)NCCCO1,73.07000000000001,1
1.99,119.38,0.0,4.0,0.0,0.0,ClC(Cl)Cl,0.0,1
4.6,495.03,1.0,34.0,5.0,3.0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,80.66999999999999,1
6.54,505.96,0.0,33.0,2.0,5.0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl,6.48,1
1.35,389.46,2.0,28.0,8.0,8.0,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,111.83,1
,112.06,,7.0,,1.0,CC(O)C(=O)[O-].[Na+],60.36,1
3.17,432.99,0.0,30.0,3.0,6.0,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O,64.28,1
1.76,292.14,2.0,17.0,5.0,1.0,Brc1c(NC2=NCCN2)ccc2nccnc12,62.2,1
2.14,395.57,2.0,27.0,4.0,7.0,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,72.88000000000001,1
4.03,478.0,2.0,34.0,5.0,7.0,Cl.N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,102.29,1
6.954200000000005,571.4640000000003,6.0,40.0,1.0,10.0,C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN(C=C3C=NNC(=O)COC4=C(C=C(C=C4)Cl)Cl)C5=CC=CC=C5,77.74,0
4.47,664.71,1.0,48.0,7.0,9.0,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1.O=C(O)CC(O)(CC(=O)O)C(=O)O,200.87,1
1.92,306.71,3.0,21.0,4.0,4.0,O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,99.52,1
3.86,327.12,2.0,21.0,4.0,3.0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,92.47,1
4.63,333.88,1.0,22.0,3.0,6.0,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,21.26,1
,1117.33,,78.0,,18.0,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](C)NC1=O,444.1599999999999,1
7.891320000000006,804.2750000000001,8.0,47.0,0.0,7.0,CC1=C(C=CC2=C1N=C(C=C2C(=O)OCC(=O)C3=CC(=C(C=C3)Cl)[N+](=O)[O-])C4=CC=C(C=C4)N5C(=O)C6CC(C(CC6C5=O)Br)Br)Cl,136.78,0
7.379600000000005,542.4880000000003,5.0,36.0,2.0,5.0,CC(C(=O)NC(=S)NC1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)C(C)(C)C)OC4=C(C=C(C=C4)Cl)Cl,76.39,0
2.01,476.49,2.0,33.0,6.0,6.0,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],115.84,1
3.81,324.4,0.0,24.0,3.0,5.0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,36.26,1
0.13,74.44,1.0,3.0,1.0,0.0,[Na+].[O-]Cl,23.06,1
-0.14,517.41,8.0,34.0,10.0,12.0,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,163.17999999999998,1
3.92,393.51,0.0,29.0,4.0,5.0,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,26.79,1
5.89,407.05,0.0,26.0,4.0,4.0,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,6.48,1
2.03,215.72,1.0,14.0,2.0,3.0,Cc1cccc(C)c1OCC(C)N.Cl,35.25,1
3.59,289.16,1.0,18.0,2.0,4.0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,46.53,1
4.27,487.39,1.0,33.0,6.0,4.0,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1.Cl,88.93,1
1.91,391.48,1.0,29.0,4.0,6.0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,87.04,1
8.446000000000003,571.5400000000002,5.0,37.0,0.0,5.0,COC1=CC=CC(=C1)C=C2CCCC3=C2N=C4N(C3C5=CC(=CC=C5)OC)C(=CS4)C6=CC=C(C=C6)Br,34.06,0
7.02,437.78,0.0,27.0,4.0,6.0,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,27.05,1
4.51,595.73,2.0,42.0,8.0,10.0,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,141.92,1
3.31,488.02,3.0,33.0,9.0,7.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,106.51,1
2.89,403.44,3.0,27.0,6.0,6.0,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,125.46,1
5.665460000000005,504.97000000000025,6.0,36.0,1.0,7.0,CCOC1=CC=C(C=C1)N2C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)C(=O)OC4=C(C=CC(=C4C)C)C,84.94000000000001,0
8.869500000000004,807.9849999999996,10.0,59.0,2.0,21.0,CCCN(C1CC(=NOCC2=CC=CC=C2)C3=CC(C(C4C3C1(OC5=C4C=C(C=C5)OC6=CC=CC(=C6)[N+](=O)[O-])OCC=C)CCCCO)CCCCO)C(=O)C7CC7,153.19,0
4.37,614.41,3.0,41.0,7.0,7.0,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,129.91,1
2.95,428.44,2.0,31.0,6.0,3.0,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,86.00000000000001,1
4.6,429.56,0.0,31.0,6.0,13.0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,57.23,1
4.09,261.71,2.0,18.0,2.0,3.0,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,49.33,1
4.22,440.51,1.0,33.0,7.0,5.0,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,99.16,1
-1.04,180.17,1.0,13.0,5.0,0.0,Cn1c(=O)c2[nH]cnc2n(C)c1=O,72.68,1
3.25,764.95,5.0,54.0,13.0,7.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,182.83,1
3.7,398.4,3.0,28.0,7.0,6.0,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,141.31,1
7.45,652.83,0.0,48.0,6.0,4.0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,55.38000000000001,1
2.64,240.44,0.0,17.0,0.0,6.0,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.0,1
4.17,371.03,2.0,18.0,2.0,2.0,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O,49.33,1
0.35,349.41,3.0,24.0,5.0,4.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,112.73,1
1.13,247.72,4.0,16.0,4.0,4.0,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,72.72,1
3.37,414.53,0.0,29.0,6.0,6.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,59.080000000000005,1
3.82,390.87,0.0,27.0,2.0,7.0,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,90.73,1
11.747399999999988,936.2879999999992,10.0,68.0,2.0,31.0,CCCCCCCCCCCCOC(=O)N(CC1=CC=CC2=CC=CC=C21)C3CC(=NOCC)C4=CC(C(C5C4C3(OC6=C5C=C(C=C6)OCCN7CC7)OCC=C)CCCCO)CCCCO,122.29000000000002,0
-0.01,78.14,0.0,4.0,1.0,0.0,C[S+](C)[O-],23.06,1
6.45,479.15,0.0,29.0,3.0,6.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,90.42,1
4.37,1004.84,3.0,67.0,7.0,19.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,356.27,1
5.169800000000004,596.3200000000004,6.0,34.0,2.0,13.0,COC1=C(C=C(C=C1)Br)C=NNC(=O)CCCCCCC(=O)NN=CC2=C(C=CC(=C2)Br)OC,101.38,0
,1793.12,,125.0,,19.0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,560.9800000000002,1
6.290500000000007,771.5760000000001,9.0,53.0,2.0,7.0,CN1C(=O)C2CC=C3C(C2C1=O)CC4C(=O)N(C(=O)C4(C3C=CC5=CC(=C(C(=C5)OC)O)OC)C6=CC=C(C=C6)Cl)NC7=C(C=C(C=N7)C(F)(F)F)Cl,138.37,0
-0.18,317.37,4.0,21.0,5.0,7.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12.O,145.22,1
2.64,376.47,2.0,27.0,4.0,2.0,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,74.6,1
-0.15,262.3,0.0,18.0,6.0,13.0,C(COCCOCC1CO1)OCCOCC1CO1,61.98,1
4.21,802.95,5.0,56.0,9.0,14.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,245.82,1
-0.67,121.16,3.0,7.0,3.0,2.0,N[C@@H](CS)C(=O)O,63.32000000000001,1
3.44,474.4,2.0,32.0,4.0,7.0,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,96.89,1
4.21,704.87,5.0,51.0,9.0,14.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,171.21999999999997,1
0.82,380.66,3.0,20.0,5.0,2.0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,118.36,1
-0.09,111.15,2.0,8.0,2.0,2.0,NCCc1c[nH]cn1,54.7,1
1.54,361.37,1.0,26.0,6.0,2.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,75.00999999999999,1
,139.15,,10.0,,1.0,N.O=C(O)c1ccccc1,72.3,1
2.48,369.53,2.0,27.0,3.0,3.0,CCC[N+]12[C@H](O)[C@@H](CC)[C@@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@H]4O,43.7,1
4.86,448.39,1.0,30.0,4.0,7.0,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,44.81,1
-0.32,114.15,2.0,5.0,2.0,0.0,O=S(O)(O)=S,57.53,1
7.45,906.64,0.0,50.0,6.0,4.0,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],55.38000000000001,1
2.11,236.75,1.0,16.0,2.0,1.0,Cl.c1ccc2c(c1)CCCC2C1=NCCN1,24.39,1
8.07,1243.5,0.0,87.0,12.0,26.0,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,240.84000000000003,1
-0.8,324.34,3.0,23.0,9.0,7.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,151.14,1
3.37,450.99,0.0,30.0,6.0,6.0,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,59.080000000000005,1
4.52,881.0,3.0,63.0,4.0,16.0,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],186.96,1
1.98,375.4,2.0,27.0,6.0,4.0,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,83.80000000000001,1
6.674700000000004,556.4960000000001,6.0,36.0,3.0,3.0,CC(C)C1=CC2=C(C=C1)OC(=C3C=C(C=CC3=O)NC(=S)NC(=O)C4=C(C5=C(S4)C=C(C=C5)Cl)Cl)N2,79.46000000000001,0
4.55,311.86,0.0,22.0,1.0,3.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,3.24,1
2.75,454.49,1.0,34.0,8.0,4.0,CC#CC(=O)N1CC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,108.27,1
3.51,310.87,1.0,21.0,2.0,4.0,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,32.34,1
5.29,591.43,0.0,33.0,4.0,10.0,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC.[Br-],36.92,1
1.3,204.23,1.0,15.0,2.0,2.0,CCN1C(=O)NC(c2ccccc2)C1=O,49.41,1
,197.84,,5.0,,1.0,O=[As][As+](=O)[O-],57.2,1
0.6,360.24,2.0,20.0,5.0,2.0,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,109.57,1
6.514300000000008,683.8710000000001,8.0,49.0,5.0,16.0,C1C(OC(OC1C2=CC=C(C=C2)CO)C3=CC=C(C=C3)C4=CC=CC=C4CNC(=O)CCCCC(=O)NC5=CC=CC=C5N)CSCCO,143.14,0
2.35,323.82,4.0,22.0,4.0,6.0,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,72.72,1
0.92,303.36,1.0,22.0,5.0,4.0,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,62.3,1
3.71,373.37,3.0,28.0,6.0,4.0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,108.47,1
6.73,400.65,2.0,29.0,2.0,6.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,40.46,1
0.18,228.22,1.0,17.0,6.0,1.0,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,88.83,1
-3.36,195.22,6.0,13.0,6.0,6.0,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,113.18,1
2.88,413.43,0.0,30.0,8.0,4.0,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,75.69000000000001,1
5.03,560.65,3.0,41.0,6.0,7.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,85.52,1
7.64,396.66,1.0,29.0,1.0,5.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,20.23,1
-1.29,299.66,3.0,19.0,7.0,2.0,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,110.6,1
1.72,253.72,2.0,16.0,6.0,1.0,Clc1ccc2nsnc2c1NC1=NCCN1,62.2,1
2.71,297.86,0.0,19.0,4.0,6.0,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl,19.37,1
-3.25,215.63,5.0,13.0,6.0,1.0,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,116.17000000000002,1
4.12,410.51,0.0,30.0,2.0,6.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,81.08,1
3.28,377.37,1.0,27.0,4.0,4.0,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,62.3,1
8.269220000000004,590.5260000000002,5.0,41.0,1.0,5.0,CC1=CC(=C(C(=C1)C2C(=C(N(C3=C2C(=O)CC(C3)(C)C)C4=C(C(=CC=C4)Cl)Cl)N)C#N)C)COC5=CC=C(C=C5)F,79.35000000000001,0
4.06,340.46,0.0,25.0,3.0,1.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,43.370000000000005,1
1.17,303.41,2.0,22.0,4.0,3.0,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,76.36,1
2.44,446.52,4.0,31.0,6.0,10.0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],127.12,1
5.321060000000003,501.3000000000002,8.0,33.0,1.0,5.0,C1=CC=C(C=C1)N2C(=C(C(=N2)N)C#N)C(=CC3=CC=C(O3)C4=C(C=C(C=C4)[N+](=O)[O-])Br)C#N,147.7,0
0.43,198.22,2.0,14.0,4.0,5.0,COc1ccccc1OCC(O)CO,58.92,1
-0.59,229.26,2.0,15.0,7.0,2.0,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,90.37,1
-0.49,163.2,3.0,10.0,3.0,3.0,CC(=O)N[C@@H](CS)C(=O)O,66.4,1
6.559400000000005,541.0760000000002,6.0,38.0,1.0,10.0,C1=CC=C(C=C1)COC2=CC=CC(=C2)C=NNC(=O)CSC3=NC4=CC=CC=C4N3CC5=CC=CC=C5Cl,68.50999999999999,0
2.11,468.37,3.0,34.0,9.0,8.0,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,173.70999999999998,1
,128.97,,4.0,,0.0,O=[Se](O)O,57.53,1
3.94,323.91,1.0,22.0,2.0,5.0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,23.47,1
4.97,433.59,1.0,32.0,4.0,3.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,57.61,1
-0.54,424.39,3.0,29.0,9.0,7.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,173.76,1
0.55,428.4,3.0,27.0,6.0,5.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],129.67000000000002,1
3.88,321.89,1.0,22.0,2.0,2.0,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.Cl,23.47,1
1.9,392.47,3.0,28.0,5.0,2.0,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,94.83,1
1.06,138.17,1.0,10.0,2.0,3.0,OCCOc1ccccc1,29.46,1
0.39,60.1,1.0,4.0,1.0,0.0,CC(C)O,20.23,1
6.12,563.67,1.0,39.0,6.0,14.0,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,110.21,1
,469.97,,33.0,,6.0,CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,85.15,1
0.83,253.27,3.0,19.0,7.0,1.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,129.62,1
5.58,705.65,0.0,49.0,12.0,11.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,104.70000000000002,1
5.236000000000004,538.0250000000002,5.0,36.0,1.0,5.0,C1=CC=C2C(=C1)C(=C3C(=O)N(C(=S)S3)CC4=CC=C(C=C4)F)C(=O)N2CC(=O)NC5=CC(=CC=C5)Cl,69.72,0
2.45,286.72,2.0,20.0,3.0,1.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,61.69,1
9.253240000000003,867.0489999999999,12.0,63.0,2.0,18.0,CC1=C(C=C(C=C1)OC2=CC3=C(C=C2)OC4(C(CC(=NOC5CCCCO5)C6=CC(C(C3C64)CCCCO)CCCCO)N(CC7=CC8=C(C=C7)OCO8)C(=O)OC)OCC=C)C,146.97,0
-0.18,299.35,4.0,20.0,5.0,7.0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,113.72,1
,73.89,,6.0,,0.0,O=C([O-])[O-].[Li+].[Li+],63.19,1
